,-34.45312366,-34.10156117,-33.74999867,-33.39843617,-33.04687367,-32.69531117,-32.34374867,-31.99218617,-31.64062367,-31.28906118,-30.93749868,-30.58593618,-30.23437368,-29.88281118,-29.53124868,-29.17968618,-28.82812369,-28.47656119,-28.12499869,-27.77343619,-27.42187369,-27.07031119,-26.71874869,-26.36718619,-26.0156237,-25.6640612,-25.3124987,-24.9609362,-24.6093737,-24.2578112,-23.9062487,-23.5546862,-23.20312371,-22.85156121,-22.49999871,-22.14843621,-21.79687371,-21.44531121,-21.09374871,-20.74218621,-20.39062372,-20.03906122,-19.68749872,-19.33593622,-18.98437372,-18.63281122,-18.28124872,-17.92968623,-17.57812373,-17.22656123,-16.87499873,-16.52343623,-16.17187373,-15.82031123,-15.46874873,-15.11718624,-14.76562374,-14.41406124,-14.06249874,-13.71093624,-13.35937374,-13.00781124,-12.65624874,-12.30468625,-11.95312375,-11.60156125,-11.24999875,-10.89843625,-10.54687375,-10.19531125,-9.843748755,-9.492186256,-9.140623758,-8.789061259,-8.43749876,-8.085936262,-7.734373763,-7.382811264,-7.031248766,-6.679686267,-6.328123768,-5.976561269,-5.624998771,-5.273436272,-4.921873773,-4.570311275,-4.218748776,-3.867186277,-3.515623779,-3.16406128,-2.812498781,-2.460936282,-2.109373784,-1.757811285,-1.406248786,-1.054686288,-0.703123789,-0.35156129,1.21E-06,0.351563707,0.703126206,1.054688705,1.406251203,1.757813702,2.109376201,2.460938699,2.812501198,3.164063697,3.515626195,3.867188694,4.218751193,4.570313692,4.92187619,5.273438689,5.625001188,5.976563686,6.328126185,6.679688684,7.031251182,7.382813681,7.73437618,8.085938679,8.437501177,8.789063676,9.140626175,9.492188673,9.843751172,10.19531367,10.54687617,10.89843867,11.25000117,11.60156367,11.95312616,12.30468866,12.65625116,13.00781366,13.35937616,13.71093866,14.06250116,14.41406366,14.76562615,15.11718865,15.46875115,15.82031365,16.17187615,16.52343865,16.87500115,17.22656364,17.57812614,17.92968864,18.28125114,18.63281364,18.98437614,19.33593864,19.68750114,20.03906363,20.39062613,20.74218863,21.09375113,21.44531363,21.79687613,22.14843863,22.50000113,22.85156362,23.20312612,23.55468862,23.90625112,24.25781362,24.60937612,24.96093862,25.31250111,25.66406361,26.01562611,26.36718861,26.71875111,27.07031361,27.42187611,27.77343861,28.1250011,28.4765636,28.8281261,29.1796886,29.5312511,29.8828136,30.2343761,30.5859386,30.93750109,31.28906359,31.64062609,31.99218859,32.34375109,32.69531359,33.04687609,33.39843858,33.75000108,34.10156358,34.45312608,
2cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011128775,0.029667511,0.017395751,0.005909277,0.003170102,0.003322317,0.003129977,0.003102227,0.002953027,0.002939323,0.00525276,0.003058945,0.003152282,0.00340366,0.005634494,0.003039674,0.002863954,0.002834492,0.002918723,0.003000168,0.002973456,0.002617686,0.002042408,0.001710893,0.001591518,0.001595047,0.001370887,0.001405626,0.00133441,0.001337557,0.001381526,0.001543789,0.001441918,0.001464922,0.001360687,0.001291779,0.001434203,0.001479889,0.001483752,0.001742402,0.001760279,0.001769207,0.001811648,0.001923486,0.00193276,0.002138327,0.002652254,0.002919071,0.002748989,0.00265483,0.002456119,0.00260245,0.002573677,0.002794118,0.002792467,0.002778299,0.002681355,0.003062735,0.017083252,0.028812548,0.016343318,0.006409411,0.004631836,0.00783211,0.007783299,0.00454762,0.00454762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011612353,0.025396452,0.006119215,0.003639673,0.003112083,0.003075863,0.002943962,0.00287869,0.00292516,0.002871791,0.003016823,0.002948173,0.002306683,0.001681005,0.001517318,0.001476928,0.001513366,0.001524805,0.001484595,0.00140125,0.001567862,0.001536552,0.001413898,0.001506177,0.001367887,0.001309743,0.001430601,0.001431037,0.001428245,0.001439345,0.001408709,0.001490776,0.001357214,0.001247624,0.00120497,0.001189489,0.001143784,0.001159383,0.001102852,0.001075809,0.001062624,0.00101479,0.000987067,0.001005953,0.001057362,0.001122901,0.001004907,0.001217902,0.001355835,0.001575029,0.00198173,0.002507559,0.003445532,0.003406246,0.003443539,0.00366238,0.005123398,0.00400746,0.00175948,0.001242815,0.001137471,0.001067978,0.001071177,0.001023654,0.000843613,0.000938667,0.000941321,0.001006803,0.001112041,0.001134208,0.001270119,0.001383214,0.001451514,0.001545699,0.001584202,0.001447494,0.001475383,0.001411742,0.001362404,0.001370581,0.001495312,0.001419032,0.001500392,0.001511245,0.001349207,0.001331323,0.001281073,0.001438788,0.001508448,0.001592493,0.001575029,0.001937835,0.002529552,0.003303811,0.003294996,0.003299682,0.005656892,0.021712878,0.027573382,0.007135494,0,0,0,0,0,0,0,0.006172134,0.020646135,0.036658645,0.03041645,0.025666655,0.032853884,0.032360616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035324797,0.029217993,0.015999043,0.012886302,0.01151368,0.00832027,0.004106399,0.004410729,0.003573904,0.00238433,0.001907452,0.001823904,0.001791014,0.001744161,0.001706652,0.001811628,0.001690819,0.001636054,0.001349738,0.001291396,0.001344273,0.001250121,0.000972693,0.00106266,0.001104744,0.001222207,0.001281605,0.001415581,0.00136225,0.001554273,0.001488975,0.001619946,0.001703324,0.002292245,0.002355989,0.002400198,0.002731899,0.002616454,0.002311956,0.002361548,0.002447932,0.002482297,0.002567395,0.002800939,0.002692999,0.002521809,0.002679268,0.003770118,0.003366189,0.003444484,0.003517312,0.004451564,0.003652581,0.00291616,0.002625261,0.002499014,0.002383558,0.002420082,0.002437478,0.002438705,0.002138673,0.002083572,0.002425297,0.002331475,0.002049695,0.001810273,0.001765355,0.001537121,0.001661125,0.00153611,0.001530121,0.001504651,0.001632571,0.001820874,0.00196234,0.001974378,0.002221946,0.002522083,0.002229491,0.001963083,0.00161549,0.001639005,0.001665585,0.001666149,0.001936734,0.003087688,0.003360186,0.003424322,0.003297071,0.003617776,0.00353813,0.003478069,0.003747969,0.00374385,0.003226901,0.00309773,0.003141013,0.00324056,0.003156556,0.003734375,0.005056513,0.00750691,0.007773076,0.022581476,0.057404946,0.078612413,0.084056037,0.065421662,0.023314628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005126867,0.022713678,0.004414126,0.002936968,0.002294575,0.001907693,0.002295556,0.002038265,0.001807343,0.001734012,0.001604023,0.001595246,0.001860594,0.002009294,0.001927998,0.001936224,0.002184755,0.002135209,0.00211092,0.002163454,0.001692184,0.001552581,0.001605427,0.001732714,0.00195569,0.002435045,0.002790302,0.002952666,0.002628961,0.002731631,0.002673044,0.002651585,0.002781363,0.002958536,0.002730193,0.00273113,0.002636674,0.002372544,0.002729076,0.003406499,0.004241048,0.00276006,0.002418363,0.002465247,0.002946873,0.002947083,0.00327743,0.002979622,0.002457084,0.002047256,0.002105684,0.002335691,0.002554328,0.002650653,0.002535331,0.002430418,0.002428819,0.002543485,0.002688624,0.002627516,0.00255609,0.002415897,0.002344784,0.00236604,0.002306091,0.002327435,0.002576666,0.002585526,0.00279016,0.004559821,0.003486043,0.002467144,0.00177087,0.001912662,0.001805412,0.001725001,0.001561739,0.001559277,0.001535941,0.001684732,0.001760543,0.001859668,0.002096839,0.002316826,0.002046782,0.001882158,0.002190669,0.0023499,0.003050654,0.003967061,0.006054732,0.009639113,0.008863687,0.009247607,0.010749814,0.008749484,0.016448182,0.027147369,0.045785154,0.056214671,0.063504615,0.081495868,0.091098805,0.092584375,0.080496697,0.075987383,0.073392738,0.075657726,0.092432404,0.088708469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007227413,0.036031909,0.020086348,0.006745884,0.003756191,0.003858986,0.003605309,0.002412857,0.001896359,0.001764989,0.001775087,0.002000627,0.001848275,0.001909942,0.002084435,0.001973255,0.002228537,0.002759162,0.002663251,0.002542822,0.002392702,0.002493622,0.002379004,0.002664403,0.002661776,0.002853307,0.00323976,0.004269691,0.003767223,0.002995615,0.002852461,0.00246969,0.002490553,0.002547263,0.002734742,0.002985343,0.002799276,0.002553181,0.002451604,0.002573845,0.003115294,0.003930668,0.003052747,0.001912339,0.001760897,0.001895669,0.002210897,0.00296904,0.002908059,0.00304303,0.002194089,0.002711535,0.003025181,0.002605538,0.002274368,0.002034169,0.002123993,0.002108575,0.00204271,0.00212684,0.001953309,0.001848592,0.001895043,0.002130549,0.002334206,0.002500256,0.002574114,0.002595173,0.003794597,0.002598307,0.001680064,0.00161036,0.001537454,0.001695099,0.001546605,0.001739771,0.001741088,0.001763497,0.001858831,0.001842868,0.001925193,0.001937477,0.001767573,0.001892393,0.001856518,0.001692483,0.002071344,0.002407987,0.0030433,0.003420357,0.00358659,0.003700841,0.003684281,0.003923002,0.004378959,0.005677696,0.00747697,0.008133215,0.006349443,0.006106922,0.00539985,0.005145841,0.004931998,0.004783249,0.004838623,0.005350692,0.023709852,0.081303777,0.091369757,0.056272142,0.014578095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008549142,0.026870844,0.039058418,0.026427104,0.010183399,0.003679029,0.003673929,0.003509982,0.00368826,0.003276022,0.001994382,0.001869929,0.0017405,0.00179656,0.001785559,0.001713499,0.001766492,0.001659921,0.001730549,0.001821445,0.002055698,0.002103988,0.002446177,0.002669336,0.003026892,0.003188127,0.002880951,0.003219026,0.00475226,0.004757448,0.002906798,0.002656619,0.00268972,0.002112398,0.001904519,0.002042549,0.001993564,0.002057805,0.002254353,0.002231982,0.002742663,0.002906045,0.002309078,0.002381555,0.002811476,0.002582746,0.002027109,0.001648524,0.001666167,0.00180547,0.002256464,0.00302442,0.004625463,0.003605155,0.002336355,0.002571611,0.003875739,0.00305137,0.002795607,0.002842259,0.001746195,0.001403062,0.001270807,0.00157819,0.001843044,0.001676988,0.001629273,0.001659061,0.001684604,0.001763709,0.001846509,0.002109732,0.001823916,0.001873561,0.001998605,0.002263504,0.002283671,0.00234275,0.00264624,0.003947396,0.005501169,0.004611771,0.003956395,0.004107139,0.00394703,0.004821367,0.0082463,0.008443496,0.01329717,0.031900623,0.046714647,0.043399339,0.042576421,0.037514881,0.037786312,0.035788146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011266113,0.027118486,0.039888654,0.018284936,0.004164162,0.003634404,0.00347843,0.003471745,0.003325697,0.002809494,0.002490571,0.002143955,0.002137662,0.002059816,0.001939815,0.001919701,0.001977653,0.001977483,0.001504601,0.001378495,0.001322594,0.001360102,0.001461445,0.001397027,0.001634892,0.00213437,0.003335573,0.00413905,0.003004852,0.003000905,0.003004412,0.002977068,0.003275033,0.003957193,0.003553928,0.002522534,0.002151791,0.003298593,0.00406885,0.002431822,0.002246023,0.001871336,0.00168095,0.002053428,0.002563817,0.003399299,0.002910518,0.003378257,0.003664461,0.004122673,0.002454782,0.001951227,0.0018793,0.002486372,0.003143809,0.002649575,0.002552265,0.00256003,0.00476001,0.002857595,0.001611343,0.001453245,0.001376946,0.001440672,0.001524684,0.001590863,0.001592365,0.001572291,0.001840097,0.002254319,0.002425649,0.00246591,0.00221666,0.001919084,0.001782693,0.001941362,0.001882388,0.002179663,0.002535141,0.002879389,0.003059457,0.0032206,0.003400433,0.005315853,0.005103271,0.005148186,0.005435619,0.004986469,0.00460056,0.004306995,0.004290342,0.013037356,0.051664803,0.050301049,0.019809511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010757617,0.025310453,0.038159114,0.050283112,0.045438486,0.049329427,0.048431785,0.037691943,0.040332903,0.042826397,0.045312373,0.048483603,0.044624025,0.041014341,0.010532264,0.004082664,0.003920266,0.003684516,0.003470248,0.003694063,0.00374305,0.003779179,0.004035618,0.00408981,0.004246134,0.004861842,0.023643251,0.017288795,0.03077487,0.024616147,0.004404404,0.008543925,0.016726409,0.016639956,0.021798864,0.031288529,0.013061872,0.004344419,0.003934507,0.004002808,0.004,0.004155889,0.004202536,0.003562557,0.003370057,0.003519638,0.003586,0.002449979,0.002027652,0.001658313,0.00170477,0.001693244,0.001524941,0.001488048,0.00153006,0.001484469,0.001543741,0.001936492,0.002250638,0.002250638,0.002275013,0.002106926,0.001352862,0.001135291,0.001430951,0.002030325,0.003186455,0.00312066,0.004068387,0.004960417,0.006249091,0.004349475,0.003070357,0.002767463,0.002845212,0.003527964,0.006174764,0.004248696,0.003976118,0.005081977,0.008433907,0.004115198,0.002412106,0.00238191,0.00240475,0.00263266,0.002678337,0.002795636,0.004168988,0.003920034,0.002313088,0.001617891,0.002277365,0.004108592,0.004077614,0.005270481,0.003582728,0.002299175,0.002057672,0.001599852,0.001255616,0.001137676,0.001200814,0.001265702,0.002312054,0.00310155,0.002970457,0.002970457,0.00315599,0.002380476,0.002109282,0.002003519,0.002194283,0.002351732,0.002617942,0.002756176,0.002961004,0.003457293,0.003871446,0.00430676,0.004488079,0.004199971,0.004220133,0.004200407,0.004097192,0.003990885,0.004598197,0.029239387,0.021823426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038086831,0.02300542,0.004391052,0.004145657,0.004062673,0.003880463,0.004073257,0.004226348,0.00417414,0.00416096,0.004056177,0.00381871,0.003795879,0.004074055,0.004614254,0.00423931,0.00382899,0.003474657,0.003588247,0.003518871,0.003093066,0.003170922,0.003440443,0.004953439,0.004342682,0.003655537,0.003893405,0.003956219,0.004095779,0.003938694,0.003570841,0.003440824,0.003407224,0.003297407,0.003267727,0.003858305,0.004629883,0.004122863,0.004056361,0.003539853,0.003129461,0.003018524,0.002580802,0.002517604,0.002272796,0.001847518,0.00173205,0.001738029,0.002019156,0.001714645,0.001537231,0.001479561,0.001573433,0.001487312,0.001760146,0.00194789,0.002871187,0.002428891,0.002356439,0.002255269,0.002142644,0.002416303,0.002565381,0.003450817,0.004234546,0.004362481,0.004904016,0.005217264,0.006778164,0.006997634,0.006351856,0.005674943,0.00316281,0.002924432,0.00344066,0.00372849,0.003569703,0.002538322,0.002445685,0.003041807,0.004655055,0.002703326,0.003148294,0.003713106,0.004281511,0.005223082,0.004028721,0.004421502,0.006531867,0.004388077,0.002973196,0.002435443,0.002270871,0.002115169,0.001709352,0.001752639,0.001748712,0.001804672,0.001703529,0.001708036,0.001797108,0.001696766,0.001804707,0.002006738,0.002170319,0.001717339,0.002139346,0.00220026,0.002285984,0.002230443,0.002227219,0.002589746,0.003173305,0.004011124,0.003986181,0.003748782,0.003616886,0.004076401,0.00383165,0.018708865,0.04592881,0.045086374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
