,-34.45312366,-34.10156117,-33.74999867,-33.39843617,-33.04687367,-32.69531117,-32.34374867,-31.99218617,-31.64062367,-31.28906118,-30.93749868,-30.58593618,-30.23437368,-29.88281118,-29.53124868,-29.17968618,-28.82812369,-28.47656119,-28.12499869,-27.77343619,-27.42187369,-27.07031119,-26.71874869,-26.36718619,-26.0156237,-25.6640612,-25.3124987,-24.9609362,-24.6093737,-24.2578112,-23.9062487,-23.5546862,-23.20312371,-22.85156121,-22.49999871,-22.14843621,-21.79687371,-21.44531121,-21.09374871,-20.74218621,-20.39062372,-20.03906122,-19.68749872,-19.33593622,-18.98437372,-18.63281122,-18.28124872,-17.92968623,-17.57812373,-17.22656123,-16.87499873,-16.52343623,-16.17187373,-15.82031123,-15.46874873,-15.11718624,-14.76562374,-14.41406124,-14.06249874,-13.71093624,-13.35937374,-13.00781124,-12.65624874,-12.30468625,-11.95312375,-11.60156125,-11.24999875,-10.89843625,-10.54687375,-10.19531125,-9.843748755,-9.492186256,-9.140623758,-8.789061259,-8.43749876,-8.085936262,-7.734373763,-7.382811264,-7.031248766,-6.679686267,-6.328123768,-5.976561269,-5.624998771,-5.273436272,-4.921873773,-4.570311275,-4.218748776,-3.867186277,-3.515623779,-3.16406128,-2.812498781,-2.460936282,-2.109373784,-1.757811285,-1.406248786,-1.054686288,-0.703123789,-0.35156129,1.21E-06,0.351563707,0.703126206,1.054688705,1.406251203,1.757813702,2.109376201,2.460938699,2.812501198,3.164063697,3.515626195,3.867188694,4.218751193,4.570313692,4.92187619,5.273438689,5.625001188,5.976563686,6.328126185,6.679688684,7.031251182,7.382813681,7.73437618,8.085938679,8.437501177,8.789063676,9.140626175,9.492188673,9.843751172,10.19531367,10.54687617,10.89843867,11.25000117,11.60156367,11.95312616,12.30468866,12.65625116,13.00781366,13.35937616,13.71093866,14.06250116,14.41406366,14.76562615,15.11718865,15.46875115,15.82031365,16.17187615,16.52343865,16.87500115,17.22656364,17.57812614,17.92968864,18.28125114,18.63281364,18.98437614,19.33593864,19.68750114,20.03906363,20.39062613,20.74218863,21.09375113,21.44531363,21.79687613,22.14843863,22.50000113,22.85156362,23.20312612,23.55468862,23.90625112,24.25781362,24.60937612,24.96093862,25.31250111,25.66406361,26.01562611,26.36718861,26.71875111,27.07031361,27.42187611,27.77343861,28.1250011,28.4765636,28.8281261,29.1796886,29.5312511,29.8828136,30.2343761,30.5859386,30.93750109,31.28906359,31.64062609,31.99218859,32.34375109,32.69531359,33.04687609,33.39843858,33.75000108,34.10156358,34.45312608
2cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026892617,0.043939598,0.039167785,0.037791946,0.036973154,0.036926174,0.036369127,0.036201342,0.036234899,0.036161073,0.036637584,0.03685906,0.037100671,0.037489933,0.037758389,0.03790604,0.03818792,0.038355705,0.038624161,0.038838926,0.038778523,0.038697987,0.038899329,0.038872483,0.038979866,0.038926175,0.038771812,0.03838255,0.038369127,0.038167785,0.037932886,0.037932886,0.037657718,0.037409396,0.037134228,0.036791946,0.036825503,0.036738255,0.03652349,0.036516778,0.036442953,0.036302013,0.036026845,0.035825503,0.035543624,0.035315436,0.035033557,0.034865772,0.034704698,0.034577182,0.03447651,0.034563759,0.034416108,0.034516779,0.034496645,0.034543625,0.034590604,0.034657719,0.034738255,0.034892618,0.035134228,0.035127517,0.03495302,0.034744967,0.034651007,0.03452349,0.034315437,0.034348994,0.034416108,0.034442953,0.034416108,0.034624161,0.034597316,0.034684564,0.03475839,0.034852349,0.034825504,0.034785235,0.034731544,0.034590604,0.034489933,0.034416108,0.034348994,0.034442953,0.03466443,0.034691276,0.034684564,0.034657719,0.03466443,0.034530202,0.034516779,0.034577182,0.034657718,0.034838926,0.034818792,0.034885906,0.035026846,0.034993289,0.035228188,0.035395973,0.035469798,0.035395973,0.03533557,0.035154362,0.035073825,0.034946309,0.034879195,0.034912752,0.03490604,0.034865772,0.03471141,0.03466443,0.034691275,0.034563759,0.034375839,0.034416108,0.034228188,0.034147652,0.034026846,0.034006712,0.033946309,0.033872484,0.033778524,0.033818793,0.034026846,0.034255034,0.034590604,0.035161074,0.035577181,0.035912751,0.036416107,0.036771812,0.03690604,0.036959731,0.037006711,0.036959731,0.037026845,0.036986577,0.037167785,0.037375839,0.037342282,0.037208053,0.037040268,0.036503355,0.035919463,0.035315436,0.034718121,0.034369128,0.03418792,0.03404698,0.033973155,0.034107383,0.0342349,0.034308725,0.034429531,0.034738255,0.034798658,0.034805369,0.03495302,0.035114094,0.035167785,0.035187919,0.035013423,0.034771812,0.034489933,0.034194631,0.034000001,0.034053692,0.034248323,0.03466443,0.03542953,0.036838926,0.038348993,0.039610738,0.040885906,0.041489933,0.041885907,0.042080537,0.04209396,0
2.5cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365854,0.011,0.047341464,0.042138212,0.039186992,0.037560975,0.03699187,0.03702439,0.036650406,0.036634146,0.036804878,0.03707317,0.037211382,0.037504065,0.037422764,0.037536585,0.037626016,0.037715447,0.037707317,0.037642276,0.037243902,0.03705691,0.036479674,0.03601626,0.035634146,0.035512195,0.035178862,0.03504065,0.034886179,0.034666667,0.034674797,0.034796748,0.035113821,0.035528455,0.035967479,0.036243902,0.036520325,0.036878048,0.037536585,0.038097561,0.039081301,0.040138212,0.041219513,0.042170732,0.04292683,0.043772358,0.044479675,0.045243903,0.046512195,0.047162601,0.047479674,0.04800813,0.048333333,0.048617886,0.0490813,0.048837398,0.048918699,0.049317073,0.04999187,0.051162602,0.052837399,0.05395122,0.054691057,0.055349594,0.056756098,0.05797561,0.059756097,0.061260162,0.062325204,0.063065041,0.064056911,0.064894309,0.065512196,0.066056911,0.066674797,0.067000001,0.067601627,0.06788618,0.068585367,0.0689187,0.069154473,0.069000001,0.068991871,0.068479676,0.068162603,0.068308944,0.068731708,0.06891057,0.069439025,0.069829269,0.070284553,0.070772358,0.071195122,0.071894309,0.072130082,0.072512195,0.072634147,0.072902439,0.07302439,0.073284553,0.073504066,0.073878049,0.074170733,0.074243903,0.074398375,0.074008131,0.073788619,0.07295122,0.072430895,0.071455285,0.070731708,0.069804878,0.068983741,0.068308944,0.067000001,0.066016261,0.064544716,0.063536586,0.062308943,0.061430894,0.060593496,0.06,0.059609756,0.059300813,0.058764227,0.05904065,0.059089431,0.059739837,0.060138211,0.060764227,0.061333333,0.061821138,0.062373984,0.06295935,0.062869919,0.063081301,0.062796748,0.062869919,0.062390244,0.06197561,0.061609756,0.061373984,0.06096748,0.060796748,0.061097561,0.061105691,0.061292683,0.061195122,0.060788618,0.060357723,0.059796748,0.058861788,0.057357724,0.055829268,0.053113821,0.050341463,0.047430894,0.044479675,0.042430895,0.041560976,0.041162602,0.041056911,0.04101626,0.040463415,0.039674797,0.038300813,0.03702439,0.036349593,0.035943089,0.036,0.036227642,0.036731707,0.037601626,0.038276423,0.039203252,0.03998374,0.041292683,0.04297561,0.044674797,0.046341463,0.048308943,0
3cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005780822,0.050321918,0.05480137,0.054164384,0.053890411,0.053452055,0.05340411,0.052821918,0.051157534,0.048842466,0.044424658,0.040287671,0.038616438,0.037760274,0.037404109,0.037267123,0.037452055,0.038013699,0.038534247,0.039130137,0.039445206,0.039664384,0.039869863,0.039952055,0.039842466,0.039479452,0.039041096,0.038541096,0.038041096,0.0375,0.037143835,0.036924657,0.036945205,0.036945205,0.037,0.037013698,0.037123287,0.037506849,0.037815068,0.038472603,0.03920548,0.039972603,0.040657535,0.041328768,0.042027398,0.042917809,0.043835617,0.045150685,0.046260274,0.047267123,0.04819863,0.049212328,0.050006849,0.050650685,0.050732877,0.050876712,0.051315068,0.051910959,0.053356165,0.055595891,0.056890411,0.058390411,0.059513698,0.061650685,0.063582192,0.065321918,0.066965754,0.068191782,0.069513699,0.070253425,0.071150685,0.071883562,0.072458905,0.073178082,0.073438356,0.073993151,0.074472603,0.074698631,0.074952055,0.075027398,0.075082192,0.074986302,0.075232877,0.075636987,0.076397261,0.076869864,0.076842466,0.076924659,0.076869864,0.076931508,0.077260275,0.07780822,0.078061644,0.078541096,0.078876713,0.078993151,0.078917809,0.07891096,0.078869863,0.078876713,0.079027397,0.079219178,0.079082192,0.079075343,0.078828768,0.078787672,0.07860274,0.078239726,0.078047946,0.077760274,0.077136987,0.076513699,0.076226028,0.075917809,0.07560959,0.075363014,0.075376713,0.075390412,0.074986302,0.075157535,0.075150685,0.074952055,0.074561644,0.074034247,0.073431507,0.072541096,0.071924658,0.070993151,0.070643836,0.070219178,0.070356165,0.070109589,0.069972603,0.069986302,0.069910959,0.069280822,0.06900685,0.067582193,0.066219179,0.064061645,0.06190411,0.060280821,0.059102739,0.058575342,0.05849315,0.058356164,0.057815068,0.056773973,0.054753425,0.052226027,0.048917808,0.046458904,0.044212329,0.042630138,0.041568494,0.040698631,0.039986302,0.039287671,0.038636986,0.038582192,0.038712329,0.039541096,0.040719178,0.041623288,0.042595891,0.043226028,0.04390411,0.045082192,0.046753424,0.048287671,0.050143835,0.05129452,0.052527397,0.053465754,0.054424658,0.055424658,0.056595891,0.058020548,0.059390411,0.060561644,0
3.5cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398601,0.009328671,0.032839161,0.053538462,0.057937063,0.056909091,0.055608392,0.052713287,0.050293706,0.047048951,0.044139861,0.041783217,0.041167833,0.041132868,0.041349651,0.041923077,0.04237063,0.041860141,0.04144056,0.040839161,0.040062937,0.039433567,0.039160839,0.03879021,0.038447552,0.038454545,0.038468531,0.03862937,0.038503496,0.038447552,0.038524475,0.038559441,0.038615385,0.038755245,0.038825175,0.038965035,0.039132867,0.039531469,0.040034965,0.040755245,0.041657343,0.042664336,0.043412588,0.044237763,0.044776224,0.045356644,0.045874126,0.046510489,0.047706293,0.048825175,0.049832168,0.051013986,0.052013986,0.053013986,0.054,0.054867133,0.055503497,0.055398602,0.055426574,0.055664336,0.056328671,0.057132867,0.058909091,0.060188811,0.061902098,0.06313986,0.064671329,0.066216784,0.067608392,0.069216784,0.070153847,0.071104895,0.071629371,0.072293707,0.072657343,0.073006993,0.07365035,0.073748252,0.073937063,0.074244756,0.074146854,0.074223777,0.074531469,0.074692308,0.074853148,0.075125875,0.075062938,0.075384616,0.075832168,0.075986014,0.076265734,0.076545455,0.077055944,0.077419581,0.078083917,0.07851049,0.078713287,0.07872028,0.07886014,0.078713288,0.078734266,0.078944056,0.079055945,0.079377623,0.079496504,0.079517483,0.079405595,0.079174826,0.078559441,0.077888112,0.077538462,0.077223777,0.076944057,0.077286714,0.077349651,0.077000001,0.076734266,0.0763007,0.075461539,0.074454546,0.073741259,0.073216784,0.072734266,0.072531469,0.072825175,0.072755245,0.072713287,0.072825175,0.07293007,0.072475525,0.071622378,0.070944056,0.069195805,0.06737063,0.06644056,0.065545455,0.065671329,0.065433567,0.064993008,0.063979021,0.062153846,0.059622377,0.057552448,0.055727273,0.054132867,0.05286014,0.051699301,0.050524475,0.049111888,0.046776224,0.04386014,0.041965036,0.041048951,0.040426574,0.040272727,0.040223777,0.040377623,0.040769231,0.04123077,0.041853147,0.042923078,0.043622378,0.044209791,0.044979021,0.045818182,0.046804196,0.048328671,0.049909091,0.05134965,0.052755245,0.054048951,0.05558042,0.057818182,0.059643356,0.062335665,0.065195805,0.067461539,0.069419581,0.071356644,0.073125874,0.074405595,0
4cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001767956,0.058414365,0.059734807,0.056646409,0.054066299,0.053132597,0.052983425,0.053320442,0.054381216,0.054977901,0.054281768,0.052883978,0.050337017,0.047767956,0.045734807,0.044861879,0.044740332,0.044701658,0.04521547,0.045436464,0.045629834,0.045729282,0.045657459,0.04580663,0.045917127,0.045961326,0.045928177,0.045535912,0.046044199,0.047154696,0.048011049,0.047994475,0.048121546,0.046817679,0.04618232,0.045723757,0.045441989,0.045171271,0.044696133,0.044563537,0.044917128,0.045668509,0.047718232,0.049524862,0.050546961,0.051226519,0.051734807,0.05219337,0.053066298,0.05380663,0.054928177,0.055690608,0.056337017,0.057116022,0.057922652,0.059038674,0.060430939,0.061491713,0.062607735,0.063839779,0.064734807,0.065276244,0.065596685,0.065883979,0.065767956,0.065662984,0.066359117,0.06705525,0.067972377,0.069243094,0.070270719,0.071121547,0.072281768,0.073574586,0.074574586,0.075403316,0.076044199,0.076082873,0.076176796,0.076458564,0.076640884,0.077099448,0.077027625,0.076889503,0.076767956,0.076734807,0.076679559,0.07683978,0.077149172,0.076861879,0.076878454,0.076922653,0.077337017,0.077386741,0.077679559,0.078276244,0.078944752,0.079740332,0.080265194,0.080635359,0.081044199,0.08121547,0.081685083,0.082254144,0.082690608,0.082911602,0.083099447,0.083187845,0.083104972,0.082690608,0.082320442,0.081718232,0.081038674,0.080121548,0.07924862,0.078563536,0.077220995,0.076005525,0.074519338,0.073303868,0.072121547,0.071541437,0.071646409,0.072143647,0.073082873,0.07401105,0.074988951,0.07520442,0.074823205,0.073933702,0.072679558,0.071436464,0.070701658,0.070530387,0.070127072,0.069585636,0.068535912,0.066790056,0.064182321,0.061955801,0.060292818,0.05920442,0.058596685,0.057922652,0.056629834,0.054640884,0.051596685,0.048513812,0.047099447,0.046276243,0.045790055,0.045596685,0.045165746,0.044779006,0.044309393,0.04422652,0.044088398,0.044176796,0.044397791,0.044856354,0.045469614,0.046127072,0.047116022,0.04836464,0.049685083,0.051292818,0.05301105,0.055066299,0.057337017,0.059740331,0.062425414,0.064983426,0.067176797,0.068928177,0.070707183,0.072535912,0.074745857,0.077403316,0.08021547,0.082690608,0.084850829,0.086276243,0.087292818,0
4.5cm,0,0,0,0,0,0,0,0,0.000503546,0.015872341,0.05331915,0.066503547,0.066765958,0.064524823,0.047815603,0.037574468,0.037092199,0.051035461,0.058382979,0.052248227,0.049482269,0.048269503,0.047588652,0.047198581,0.047113475,0.046843971,0.046489362,0.046553191,0.047021276,0.047382979,0.047652482,0.047879432,0.047992907,0.047957446,0.047900709,0.047737588,0.047765957,0.047631205,0.047744681,0.048191489,0.04835461,0.048475177,0.048106383,0.048744681,0.049482269,0.050680851,0.050900709,0.051070922,0.050510638,0.049567376,0.048730496,0.047886524,0.047361702,0.047375886,0.047652482,0.048631205,0.050687943,0.052078014,0.052929078,0.05335461,0.053411348,0.053971632,0.0545461,0.055468086,0.056269504,0.057276596,0.058170212,0.058964539,0.059943262,0.060773049,0.061751773,0.062716312,0.063581561,0.06435461,0.064787235,0.064914895,0.064929079,0.064893618,0.064992909,0.065489362,0.066460993,0.0675461,0.0685461,0.06960993,0.071028369,0.072460993,0.073319149,0.073851064,0.074539008,0.074780142,0.074929079,0.075078015,0.075049646,0.075226951,0.075248227,0.074659575,0.074475178,0.07419149,0.073858156,0.074028369,0.074673759,0.075574469,0.076375887,0.077219859,0.077985816,0.079134752,0.08012766,0.081170213,0.082255319,0.083836879,0.084843972,0.085539007,0.085992908,0.086205674,0.085851064,0.085865248,0.085907801,0.085602837,0.085042554,0.084304965,0.083021277,0.081673759,0.080517731,0.079007093,0.077283689,0.075936171,0.074659575,0.07406383,0.074134752,0.074787235,0.075531915,0.076829787,0.077723405,0.078496454,0.0785461,0.0785461,0.078475178,0.078340426,0.078177306,0.078113476,0.077617022,0.076531916,0.075276596,0.073574469,0.07235461,0.071638298,0.071248227,0.070638298,0.069631206,0.067297873,0.063992908,0.060056737,0.058219858,0.056751773,0.055914894,0.055148937,0.054283688,0.053007093,0.052453901,0.052120568,0.051687943,0.051453901,0.051056737,0.050453901,0.049851063,0.049205673,0.048723404,0.04829078,0.048262411,0.048411347,0.048574468,0.049234042,0.050177305,0.05141844,0.052617021,0.053978724,0.055170213,0.056673759,0.058234042,0.061,0.06370922,0.066000001,0.068758866,0.070723405,0.072673759,0.074290781,0.075531915,0.077375887,0.079276596,0.081957447,0.084787234,0.087382979,0.088092199,0.08912766,0.089666667,0.089659575,0
5cm,0,0,0,0,0,0,0,0,0,0,0.008832258,0.066225807,0.067154839,0.065729033,0.064232258,0.062793548,0.06143871,0.059980645,0.057554839,0.055522581,0.054464516,0.053651613,0.053187097,0.053470968,0.052864516,0.052232258,0.052167742,0.0518,0.051335484,0.051187097,0.051387097,0.051258065,0.051232258,0.051574193,0.051819355,0.05183871,0.051774193,0.051722581,0.051212903,0.050754839,0.049974193,0.049051612,0.048064516,0.047038709,0.046380645,0.046006452,0.045812903,0.045709678,0.045935484,0.046503226,0.047580645,0.049787097,0.057554839,0.058980645,0.060167742,0.060406451,0.060077419,0.060051613,0.059690322,0.059019354,0.058793548,0.059051612,0.059941935,0.061219355,0.062103226,0.062812904,0.063064517,0.06343871,0.064283872,0.065187098,0.066070969,0.067096775,0.067812904,0.068729033,0.069567743,0.070245162,0.071032258,0.071774194,0.072187097,0.07227742,0.072258065,0.072606452,0.073109678,0.073574194,0.07447742,0.075483871,0.076548387,0.077251613,0.078019355,0.079329033,0.079548387,0.0794,0.079174193,0.079148387,0.079219355,0.078619355,0.078290323,0.07847742,0.078445162,0.077980646,0.078025807,0.077993549,0.077690323,0.077690323,0.077722581,0.078161291,0.078845162,0.079619355,0.080703226,0.082406452,0.084070968,0.085187096,0.086129032,0.087090323,0.087567742,0.088148387,0.088496775,0.08863871,0.088522581,0.087722581,0.086451613,0.085129032,0.083458064,0.081729032,0.079529033,0.077516129,0.076090323,0.075516129,0.075522581,0.07627742,0.077406452,0.078703226,0.079632258,0.079941935,0.079664516,0.079761291,0.080096774,0.080058065,0.080012904,0.079658065,0.078503226,0.076929033,0.075806452,0.074787097,0.074787097,0.073883871,0.072658065,0.070767742,0.067445162,0.064858065,0.063245162,0.061819355,0.060935484,0.059670967,0.058696774,0.058174193,0.057987096,0.057845161,0.05772258,0.057445161,0.056503226,0.055709678,0.054896775,0.054083871,0.053367742,0.05283871,0.052412903,0.052045161,0.052129032,0.052316129,0.052541936,0.052967742,0.053935484,0.05507742,0.056458065,0.05848387,0.060767742,0.063090323,0.065200001,0.067264517,0.068941936,0.070503226,0.072296774,0.074148388,0.076574194,0.079632258,0.081567742,0.082735484,0.084122581,0.0852,0.087219355,0.089258065,0.090393549,0.090670968,0.090729033,0.090587097,0
6cm,0,0,0,0,0,0,0,0,0,0.075682635,0.077646707,0.075467066,0.075604791,0.076095809,0.076047905,0.075706587,0.074772456,0.073449102,0.071754491,0.070550899,0.070000001,0.07030539,0.069976048,0.068838324,0.06627545,0.061017964,0.059467066,0.05857485,0.058598802,0.058772455,0.058712575,0.058299401,0.057958084,0.058035928,0.057802395,0.057862275,0.0581497,0.05851497,0.058598802,0.058826347,0.058365269,0.057598802,0.056616767,0.055610779,0.054766468,0.054107785,0.05391018,0.053688623,0.053826348,0.053886228,0.054041917,0.054502995,0.055101797,0.05642515,0.058419161,0.061263473,0.064077845,0.066592815,0.067407187,0.067269462,0.065766468,0.063814372,0.064,0.06488024,0.079928144,0.082928144,0.084437126,0.084173653,0.083526946,0.083215569,0.08205988,0.081766467,0.081688623,0.082287425,0.08294012,0.083155689,0.083053892,0.083161677,0.083832335,0.084982036,0.085766467,0.087017964,0.088245509,0.089089821,0.090359282,0.091167665,0.09191018,0.092233533,0.092383234,0.09236527,0.092329341,0.092185629,0.091946108,0.092227545,0.092317365,0.092359281,0.091724551,0.091245509,0.090491018,0.090059881,0.0898503,0.089928144,0.090383234,0.090137725,0.089724551,0.089419162,0.089161677,0.088994013,0.089197606,0.089784432,0.090508983,0.091838324,0.09302994,0.094580838,0.09611976,0.097778444,0.09882036,0.099449102,0.099802396,0.099766468,0.098958084,0.097832336,0.096191617,0.093988024,0.091520959,0.08930539,0.087664671,0.086982036,0.087101797,0.087652695,0.088419162,0.089347306,0.089898204,0.090437127,0.090664671,0.091077845,0.091203593,0.09076048,0.090263473,0.08942515,0.088814372,0.088754491,0.088491018,0.087251497,0.085952096,0.082928144,0.080682635,0.078952096,0.077706587,0.076814372,0.076035929,0.075479043,0.075113773,0.074874252,0.074736527,0.074281438,0.073383234,0.072389222,0.071413174,0.070431138,0.069053893,0.068071857,0.067263474,0.066736528,0.066491018,0.066467067,0.06636527,0.066017965,0.065874252,0.065886228,0.066083833,0.066419162,0.067059881,0.067856289,0.068736528,0.069898204,0.071467066,0.07260479,0.072994012,0.074053893,0.074808384,0.075473054,0.077059881,0.078035929,0.078023952,0.077898204,0.077892216,0.077491018,0.076988024,0.077113773,0.077329342,0.077772456,0.079634731,0.082227545,0.084802395,0.087041917,0
8cm,0.075454546,0.075314686,0.074902098,0.07437063,0.074062937,0.074034965,0.074678322,0.076888112,0.080139861,0.083335664,0.085972028,0.087307693,0.086881119,0.085916084,0.084083916,0.07886014,0.07323077,0.071216784,0.069986015,0.069832168,0.070398602,0.070223777,0.070356644,0.070258742,0.070209791,0.069944056,0.070237762,0.070321678,0.070377623,0.070034966,0.069699301,0.069328672,0.069321679,0.069601399,0.069286714,0.0686014,0.067643358,0.066699302,0.065874127,0.065776224,0.065909092,0.065965036,0.066174826,0.065958043,0.065531469,0.065398602,0.065279721,0.065804196,0.066958043,0.06881119,0.069202798,0.069244756,0.068328673,0.067706295,0.067552448,0.068167833,0.070265734,0.074762238,0.081783217,0.086923077,0.08916084,0.0903007,0.089755245,0.087496504,0.088671329,0.090713287,0.098608392,0.100713288,0.101174826,0.100006994,0.099664336,0.098636364,0.097769231,0.097818182,0.098153846,0.097909091,0.097958042,0.098363637,0.099062938,0.100272728,0.101167832,0.102328672,0.102699301,0.102867133,0.103118881,0.103580419,0.103818181,0.103958042,0.10406993,0.104272727,0.104125874,0.103993007,0.103839161,0.103531469,0.103559441,0.102587413,0.101692308,0.100622378,0.099797203,0.098881119,0.099188811,0.100545455,0.102832168,0.106412587,0.108727273,0.111020979,0.112216784,0.112503497,0.112146853,0.110993007,0.108923077,0.104741259,0.101748252,0.099874127,0.099531469,0.100356644,0.101993007,0.104426573,0.10627972,0.108384615,0.109076923,0.109671328,0.109391608,0.109503496,0.109321678,0.108769231,0.107993007,0.107076923,0.105860139,0.104125874,0.103524475,0.103160839,0.103013986,0.10309091,0.102923077,0.102643357,0.101839161,0.100391609,0.099104896,0.097048951,0.095818182,0.095132867,0.094734265,0.093762238,0.092734266,0.090447553,0.088258742,0.08620979,0.084685314,0.08341958,0.082335664,0.081314686,0.080986015,0.080559441,0.079846154,0.079398602,0.07916084,0.079216784,0.079657343,0.08009091,0.080503497,0.080363637,0.079972028,0.079643357,0.079594406,0.079573427,0.079832168,0.080825175,0.08172028,0.082552448,0.082615385,0.08227972,0.080867133,0.078573427,0.076937064,0.076181819,0.075951049,0.075482518,0.075307693,0.074804197,0.074944057,0.075279721,0.07644056,0.078587413,0.081020979,0.083454545,0.08541958,0.087251748,0.088475525,0.089363637,0.089965036,0.089769231,0.09002098,0.091468532,0.093482517,0.09944056,0
